MTU (CET/CEST),FC_Solar,Act_Solar,Day_Ahead_Price
10.09.2021 19:30 - 10.09.2021 19:45,218,92,
10.09.2021 19:45 - 10.09.2021 20:00,13,18,
10.09.2021 20:00 - 10.09.2021 20:15,0,0,
10.09.2021 20:15 - 10.09.2021 20:30,0,0,
10.09.2021 20:30 - 10.09.2021 20:45,0,0,
10.09.2021 20:45 - 10.09.2021 21:00,0,0,
10.09.2021 21:00 - 10.09.2021 21:15,0,0,
10.09.2021 21:15 - 10.09.2021 21:30,0,0,
10.09.2021 21:30 - 10.09.2021 21:45,0,0,
10.09.2021 21:45 - 10.09.2021 22:00,0,0,
10.09.2021 22:00 - 10.09.2021 22:15,0,0,
10.09.2021 22:15 - 10.09.2021 22:30,0,0,
10.09.2021 22:30 - 10.09.2021 22:45,0,0,
10.09.2021 22:45 - 10.09.2021 23:00,0,0,
10.09.2021 23:00 - 10.09.2021 23:15,0,0,
10.09.2021 23:15 - 10.09.2021 23:30,0,0,
10.09.2021 23:30 - 10.09.2021 23:45,0,0,
10.09.2021 23:45 - 11.09.2021 00:00,0,0,
11.09.2021 00:00 - 11.09.2021 00:15,0,0,
11.09.2021 00:15 - 11.09.2021 00:30,0,0,
11.09.2021 00:30 - 11.09.2021 00:45,0,0,
11.09.2021 00:45 - 11.09.2021 01:00,0,0,
11.09.2021 01:00 - 11.09.2021 01:15,0,0,
11.09.2021 01:15 - 11.09.2021 01:30,0,0,
11.09.2021 01:30 - 11.09.2021 01:45,0,0,
11.09.2021 01:45 - 11.09.2021 02:00,0,0,
11.09.2021 02:00 - 11.09.2021 02:15,0,0,
11.09.2021 02:15 - 11.09.2021 02:30,0,0,
11.09.2021 02:30 - 11.09.2021 02:45,0,0,
11.09.2021 02:45 - 11.09.2021 03:00,0,0,
11.09.2021 03:00 - 11.09.2021 03:15,0,0,
11.09.2021 03:15 - 11.09.2021 03:30,0,0,
11.09.2021 03:30 - 11.09.2021 03:45,0,0,
11.09.2021 03:45 - 11.09.2021 04:00,0,0,
11.09.2021 04:00 - 11.09.2021 04:15,0,0,
11.09.2021 04:15 - 11.09.2021 04:30,0,0,
11.09.2021 04:30 - 11.09.2021 04:45,0,0,
11.09.2021 04:45 - 11.09.2021 05:00,0,0,
11.09.2021 05:00 - 11.09.2021 05:15,0,0,
11.09.2021 05:15 - 11.09.2021 05:30,0,0,
11.09.2021 05:30 - 11.09.2021 05:45,0,0,
11.09.2021 05:45 - 11.09.2021 06:00,0,0,
11.09.2021 06:00 - 11.09.2021 06:15,0,0,
11.09.2021 06:15 - 11.09.2021 06:30,0,3,
11.09.2021 06:30 - 11.09.2021 06:45,9,17,
11.09.2021 06:45 - 11.09.2021 07:00,116,144,
11.09.2021 07:00 - 11.09.2021 07:15,345,272,
11.09.2021 07:15 - 11.09.2021 07:30,665,516,
11.09.2021 07:30 - 11.09.2021 07:45,1103,994,
11.09.2021 07:45 - 11.09.2021 08:00,1657,1589,
11.09.2021 08:00 - 11.09.2021 08:15,2331,2246,
11.09.2021 08:15 - 11.09.2021 08:30,3102,2930,
11.09.2021 08:30 - 11.09.2021 08:45,3944,3735,
11.09.2021 08:45 - 11.09.2021 09:00,4832,4636,
11.09.2021 09:00 - 11.09.2021 09:15,5734,5618,
11.09.2021 09:15 - 11.09.2021 09:30,6653,6601,
11.09.2021 09:30 - 11.09.2021 09:45,7578,7703,
11.09.2021 09:45 - 11.09.2021 10:00,8490,8704,
11.09.2021 10:00 - 11.09.2021 10:15,9389,9665,
11.09.2021 10:15 - 11.09.2021 10:30,10273,10652,
11.09.2021 10:30 - 11.09.2021 10:45,11111,11435,
11.09.2021 10:45 - 11.09.2021 11:00,11879,12166,
11.09.2021 11:00 - 11.09.2021 11:15,12583,12996,
11.09.2021 11:15 - 11.09.2021 11:30,13227,13897,
11.09.2021 11:30 - 11.09.2021 11:45,13805,14598,
11.09.2021 11:45 - 11.09.2021 12:00,14319,15249,
11.09.2021 12:00 - 11.09.2021 12:15,14751,15889,
11.09.2021 12:15 - 11.09.2021 12:30,15143,16504,
11.09.2021 12:30 - 11.09.2021 12:45,15463,16805,
11.09.2021 12:45 - 11.09.2021 13:00,15753,17216,
11.09.2021 13:00 - 11.09.2021 13:15,15982,17487,
11.09.2021 13:15 - 11.09.2021 13:30,16173,17779,
11.09.2021 13:30 - 11.09.2021 13:45,16280,17802,
11.09.2021 13:45 - 11.09.2021 14:00,16293,17873,
11.09.2021 14:00 - 11.09.2021 14:15,16230,17502,
11.09.2021 14:15 - 11.09.2021 14:30,16141,17234,
11.09.2021 14:30 - 11.09.2021 14:45,15967,17179,
11.09.2021 14:45 - 11.09.2021 15:00,15631,16714,
11.09.2021 15:00 - 11.09.2021 15:15,15267,16203,
11.09.2021 15:15 - 11.09.2021 15:30,14828,15599,
11.09.2021 15:30 - 11.09.2021 15:45,14276,14796,
11.09.2021 15:45 - 11.09.2021 16:00,13601,14143,
11.09.2021 16:00 - 11.09.2021 16:15,12835,13219,
11.09.2021 16:15 - 11.09.2021 16:30,11919,12161,
11.09.2021 16:30 - 11.09.2021 16:45,10943,11351,
11.09.2021 16:45 - 11.09.2021 17:00,9920,10191,
11.09.2021 17:00 - 11.09.2021 17:15,8877,9109,
11.09.2021 17:15 - 11.09.2021 17:30,7789,8002,
11.09.2021 17:30 - 11.09.2021 17:45,6674,6900,
11.09.2021 17:45 - 11.09.2021 18:00,5545,5748,
11.09.2021 18:00 - 11.09.2021 18:15,4428,4529,
11.09.2021 18:15 - 11.09.2021 18:30,3341,3468,
11.09.2021 18:30 - 11.09.2021 18:45,2342,2424,
11.09.2021 18:45 - 11.09.2021 19:00,1505,1547,
11.09.2021 19:00 - 11.09.2021 19:15,881,820,
11.09.2021 19:15 - 11.09.2021 19:30,459,314,
11.09.2021 19:30 - 11.09.2021 19:45,236,58,
11.09.2021 19:45 - 11.09.2021 20:00,13,4,
11.09.2021 20:00 - 11.09.2021 20:15,0,0,
11.09.2021 20:15 - 11.09.2021 20:30,0,0,
11.09.2021 20:30 - 11.09.2021 20:45,0,0,
11.09.2021 20:45 - 11.09.2021 21:00,0,0,
11.09.2021 21:00 - 11.09.2021 21:15,0,0,
11.09.2021 21:15 - 11.09.2021 21:30,0,0,
11.09.2021 21:30 - 11.09.2021 21:45,0,0,
11.09.2021 21:45 - 11.09.2021 22:00,0,0,
11.09.2021 22:00 - 11.09.2021 22:15,0,0,
11.09.2021 22:15 - 11.09.2021 22:30,0,0,
11.09.2021 22:30 - 11.09.2021 22:45,0,0,
11.09.2021 22:45 - 11.09.2021 23:00,0,0,
11.09.2021 23:00 - 11.09.2021 23:15,0,0,
11.09.2021 23:15 - 11.09.2021 23:30,0,0,
11.09.2021 23:30 - 11.09.2021 23:45,0,0,
11.09.2021 23:45 - 12.09.2021 00:00,0,0,
12.09.2021 00:00 - 12.09.2021 00:15,0,0,
12.09.2021 00:15 - 12.09.2021 00:30,0,0,
12.09.2021 00:30 - 12.09.2021 00:45,0,0,
12.09.2021 00:45 - 12.09.2021 01:00,0,0,
12.09.2021 01:00 - 12.09.2021 01:15,0,0,
12.09.2021 01:15 - 12.09.2021 01:30,0,0,
12.09.2021 01:30 - 12.09.2021 01:45,0,0,
12.09.2021 01:45 - 12.09.2021 02:00,0,0,
12.09.2021 02:00 - 12.09.2021 02:15,0,0,
12.09.2021 02:15 - 12.09.2021 02:30,0,0,
12.09.2021 02:30 - 12.09.2021 02:45,0,0,
12.09.2021 02:45 - 12.09.2021 03:00,0,0,
12.09.2021 03:00 - 12.09.2021 03:15,0,0,
12.09.2021 03:15 - 12.09.2021 03:30,0,0,
12.09.2021 03:30 - 12.09.2021 03:45,0,0,
12.09.2021 03:45 - 12.09.2021 04:00,0,0,
12.09.2021 04:00 - 12.09.2021 04:15,0,0,
12.09.2021 04:15 - 12.09.2021 04:30,0,0,
12.09.2021 04:30 - 12.09.2021 04:45,0,0,
12.09.2021 04:45 - 12.09.2021 05:00,0,0,
12.09.2021 05:00 - 12.09.2021 05:15,0,0,
12.09.2021 05:15 - 12.09.2021 05:30,0,0,
12.09.2021 05:30 - 12.09.2021 05:45,0,0,
12.09.2021 05:45 - 12.09.2021 06:00,0,0,
12.09.2021 06:00 - 12.09.2021 06:15,0,0,
12.09.2021 06:15 - 12.09.2021 06:30,0,3,
12.09.2021 06:30 - 12.09.2021 06:45,5,12,
12.09.2021 06:45 - 12.09.2021 07:00,141,103,
12.09.2021 07:00 - 12.09.2021 07:15,442,265,
12.09.2021 07:15 - 12.09.2021 07:30,890,683,
12.09.2021 07:30 - 12.09.2021 07:45,1545,1287,
12.09.2021 07:45 - 12.09.2021 08:00,2358,2062,
12.09.2021 08:00 - 12.09.2021 08:15,3298,3047,
12.09.2021 08:15 - 12.09.2021 08:30,4346,4213,
12.09.2021 08:30 - 12.09.2021 08:45,5451,5426,
12.09.2021 08:45 - 12.09.2021 09:00,6722,6676,
12.09.2021 09:00 - 12.09.2021 09:15,8066,8001,
12.09.2021 09:15 - 12.09.2021 09:30,9505,9435,
12.09.2021 09:30 - 12.09.2021 09:45,10937,10940,
12.09.2021 09:45 - 12.09.2021 10:00,12356,12387,
12.09.2021 10:00 - 12.09.2021 10:15,13711,13951,
12.09.2021 10:15 - 12.09.2021 10:30,14909,15489,
12.09.2021 10:30 - 12.09.2021 10:45,16017,17051,
12.09.2021 10:45 - 12.09.2021 11:00,17054,18339,
12.09.2021 11:00 - 12.09.2021 11:15,18005,19529,
12.09.2021 11:15 - 12.09.2021 11:30,18880,20550,
12.09.2021 11:30 - 12.09.2021 11:45,19643,21330,
12.09.2021 11:45 - 12.09.2021 12:00,20325,21980,
12.09.2021 12:00 - 12.09.2021 12:15,20895,22432,
12.09.2021 12:15 - 12.09.2021 12:30,21351,22786,
12.09.2021 12:30 - 12.09.2021 12:45,21667,22909,
12.09.2021 12:45 - 12.09.2021 13:00,21908,22862,
12.09.2021 13:00 - 12.09.2021 13:15,22050,22985,
12.09.2021 13:15 - 12.09.2021 13:30,22077,23140,
12.09.2021 13:30 - 12.09.2021 13:45,22016,22839,
12.09.2021 13:45 - 12.09.2021 14:00,21880,22809,
12.09.2021 14:00 - 12.09.2021 14:15,21641,22313,
12.09.2021 14:15 - 12.09.2021 14:30,21380,21725,
12.09.2021 14:30 - 12.09.2021 14:45,20908,21524,
12.09.2021 14:45 - 12.09.2021 15:00,20344,21060,
12.09.2021 15:00 - 12.09.2021 15:15,19675,20176,
12.09.2021 15:15 - 12.09.2021 15:30,18911,19219,
12.09.2021 15:30 - 12.09.2021 15:45,18010,18562,
12.09.2021 15:45 - 12.09.2021 16:00,17036,17665,
12.09.2021 16:00 - 12.09.2021 16:15,16001,16767,
12.09.2021 16:15 - 12.09.2021 16:30,14871,15587,
12.09.2021 16:30 - 12.09.2021 16:45,13655,14341,
12.09.2021 16:45 - 12.09.2021 17:00,12368,13146,
12.09.2021 17:00 - 12.09.2021 17:15,10997,11710,
12.09.2021 17:15 - 12.09.2021 17:30,9519,10093,
12.09.2021 17:30 - 12.09.2021 17:45,7991,8434,
12.09.2021 17:45 - 12.09.2021 18:00,6477,6841,
12.09.2021 18:00 - 12.09.2021 18:15,5068,5336,
12.09.2021 18:15 - 12.09.2021 18:30,3738,3897,
12.09.2021 18:30 - 12.09.2021 18:45,2556,2639,
12.09.2021 18:45 - 12.09.2021 19:00,1585,1633,
12.09.2021 19:00 - 12.09.2021 19:15,903,843,
12.09.2021 19:15 - 12.09.2021 19:30,452,306,
12.09.2021 19:30 - 12.09.2021 19:45,213,58,
12.09.2021 19:45 - 12.09.2021 20:00,12,4,
12.09.2021 20:00 - 12.09.2021 20:15,0,0,
12.09.2021 20:15 - 12.09.2021 20:30,0,0,
12.09.2021 20:30 - 12.09.2021 20:45,0,0,
12.09.2021 20:45 - 12.09.2021 21:00,0,0,
12.09.2021 21:00 - 12.09.2021 21:15,0,0,
12.09.2021 21:15 - 12.09.2021 21:30,0,0,
12.09.2021 21:30 - 12.09.2021 21:45,0,0,
12.09.2021 21:45 - 12.09.2021 22:00,0,0,
12.09.2021 22:00 - 12.09.2021 22:15,0,0,
12.09.2021 22:15 - 12.09.2021 22:30,0,0,
12.09.2021 22:30 - 12.09.2021 22:45,0,0,
12.09.2021 22:45 - 12.09.2021 23:00,0,0,
12.09.2021 23:00 - 12.09.2021 23:15,0,0,
12.09.2021 23:15 - 12.09.2021 23:30,0,0,
12.09.2021 23:30 - 12.09.2021 23:45,0,0,
12.09.2021 23:45 - 13.09.2021 00:00,0,0,
13.09.2021 00:00 - 13.09.2021 00:15,0,0,
13.09.2021 00:15 - 13.09.2021 00:30,0,0,
13.09.2021 00:30 - 13.09.2021 00:45,0,0,
13.09.2021 00:45 - 13.09.2021 01:00,0,0,
13.09.2021 01:00 - 13.09.2021 01:15,0,0,
13.09.2021 01:15 - 13.09.2021 01:30,0,0,
13.09.2021 01:30 - 13.09.2021 01:45,0,0,
13.09.2021 01:45 - 13.09.2021 02:00,0,0,
13.09.2021 02:00 - 13.09.2021 02:15,0,0,
13.09.2021 02:15 - 13.09.2021 02:30,0,0,
13.09.2021 02:30 - 13.09.2021 02:45,0,0,
13.09.2021 02:45 - 13.09.2021 03:00,0,0,
13.09.2021 03:00 - 13.09.2021 03:15,0,0,
13.09.2021 03:15 - 13.09.2021 03:30,0,0,
13.09.2021 03:30 - 13.09.2021 03:45,0,0,
13.09.2021 03:45 - 13.09.2021 04:00,0,0,
13.09.2021 04:00 - 13.09.2021 04:15,0,0,
13.09.2021 04:15 - 13.09.2021 04:30,0,0,
13.09.2021 04:30 - 13.09.2021 04:45,0,0,
13.09.2021 04:45 - 13.09.2021 05:00,0,0,
13.09.2021 05:00 - 13.09.2021 05:15,0,0,
13.09.2021 05:15 - 13.09.2021 05:30,0,0,
13.09.2021 05:30 - 13.09.2021 05:45,0,0,
13.09.2021 05:45 - 13.09.2021 06:00,0,0,
13.09.2021 06:00 - 13.09.2021 06:15,0,0,
13.09.2021 06:15 - 13.09.2021 06:30,0,2,
13.09.2021 06:30 - 13.09.2021 06:45,3,10,
13.09.2021 06:45 - 13.09.2021 07:00,126,85,
13.09.2021 07:00 - 13.09.2021 07:15,437,323,
13.09.2021 07:15 - 13.09.2021 07:30,938,837,
13.09.2021 07:30 - 13.09.2021 07:45,1674,1631,
13.09.2021 07:45 - 13.09.2021 08:00,2632,2647,
13.09.2021 08:00 - 13.09.2021 08:15,3722,3866,
13.09.2021 08:15 - 13.09.2021 08:30,4951,5206,
13.09.2021 08:30 - 13.09.2021 08:45,6313,6706,
13.09.2021 08:45 - 13.09.2021 09:00,7847,8271,
13.09.2021 09:00 - 13.09.2021 09:15,9496,10025,
13.09.2021 09:15 - 13.09.2021 09:30,11271,11606,
13.09.2021 09:30 - 13.09.2021 09:45,13006,13134,
13.09.2021 09:45 - 13.09.2021 10:00,14867,14762,
13.09.2021 10:00 - 13.09.2021 10:15,16408,16414,
13.09.2021 10:15 - 13.09.2021 10:30,17776,18080,
13.09.2021 10:30 - 13.09.2021 10:45,19009,19356,
13.09.2021 10:45 - 13.09.2021 11:00,20121,20350,
13.09.2021 11:00 - 13.09.2021 11:15,21107,21288,
13.09.2021 11:15 - 13.09.2021 11:30,21984,22174,
13.09.2021 11:30 - 13.09.2021 11:45,22737,22926,
13.09.2021 11:45 - 13.09.2021 12:00,23385,23476,
13.09.2021 12:00 - 13.09.2021 12:15,23883,23645,
13.09.2021 12:15 - 13.09.2021 12:30,24246,23863,
13.09.2021 12:30 - 13.09.2021 12:45,24431,23932,
13.09.2021 12:45 - 13.09.2021 13:00,24505,23978,
13.09.2021 13:00 - 13.09.2021 13:15,24444,23821,
13.09.2021 13:15 - 13.09.2021 13:30,24252,23630,
13.09.2021 13:30 - 13.09.2021 13:45,23956,23451,
13.09.2021 13:45 - 13.09.2021 14:00,23607,23270,
13.09.2021 14:00 - 13.09.2021 14:15,23153,22647,
13.09.2021 14:15 - 13.09.2021 14:30,22646,22246,
13.09.2021 14:30 - 13.09.2021 14:45,22027,21781,
13.09.2021 14:45 - 13.09.2021 15:00,21320,21070,
13.09.2021 15:00 - 13.09.2021 15:15,20509,20317,
13.09.2021 15:15 - 13.09.2021 15:30,19625,19714,
13.09.2021 15:30 - 13.09.2021 15:45,18643,18815,
13.09.2021 15:45 - 13.09.2021 16:00,17602,17829,
13.09.2021 16:00 - 13.09.2021 16:15,16462,16644,
13.09.2021 16:15 - 13.09.2021 16:30,15234,15298,
13.09.2021 16:30 - 13.09.2021 16:45,13922,13962,
13.09.2021 16:45 - 13.09.2021 17:00,12556,12457,
13.09.2021 17:00 - 13.09.2021 17:15,11105,11034,
13.09.2021 17:15 - 13.09.2021 17:30,9581,9414,
13.09.2021 17:30 - 13.09.2021 17:45,8020,7872,
13.09.2021 17:45 - 13.09.2021 18:00,6474,6381,
13.09.2021 18:00 - 13.09.2021 18:15,5036,4918,
13.09.2021 18:15 - 13.09.2021 18:30,3683,3560,
13.09.2021 18:30 - 13.09.2021 18:45,2476,2377,
13.09.2021 18:45 - 13.09.2021 19:00,1504,1446,
13.09.2021 19:00 - 13.09.2021 19:15,831,740,
13.09.2021 19:15 - 13.09.2021 19:30,405,249,
13.09.2021 19:30 - 13.09.2021 19:45,127,35,
13.09.2021 19:45 - 13.09.2021 20:00,9,2,
13.09.2021 20:00 - 13.09.2021 20:15,0,0,
13.09.2021 20:15 - 13.09.2021 20:30,0,0,
13.09.2021 20:30 - 13.09.2021 20:45,0,0,
13.09.2021 20:45 - 13.09.2021 21:00,0,0,
13.09.2021 21:00 - 13.09.2021 21:15,0,0,
13.09.2021 21:15 - 13.09.2021 21:30,0,0,
13.09.2021 21:30 - 13.09.2021 21:45,0,0,
13.09.2021 21:45 - 13.09.2021 22:00,0,0,
13.09.2021 22:00 - 13.09.2021 22:15,0,0,
13.09.2021 22:15 - 13.09.2021 22:30,0,0,
13.09.2021 22:30 - 13.09.2021 22:45,0,0,
13.09.2021 22:45 - 13.09.2021 23:00,0,0,
13.09.2021 23:00 - 13.09.2021 23:15,0,0,
13.09.2021 23:15 - 13.09.2021 23:30,0,0,
13.09.2021 23:30 - 13.09.2021 23:45,0,0,
13.09.2021 23:45 - 14.09.2021 00:00,0,0,
14.09.2021 00:00 - 14.09.2021 00:15,0,0,
14.09.2021 00:15 - 14.09.2021 00:30,0,0,
14.09.2021 00:30 - 14.09.2021 00:45,0,0,
14.09.2021 00:45 - 14.09.2021 01:00,0,0,
14.09.2021 01:00 - 14.09.2021 01:15,0,0,
14.09.2021 01:15 - 14.09.2021 01:30,0,0,
14.09.2021 01:30 - 14.09.2021 01:45,0,0,
14.09.2021 01:45 - 14.09.2021 02:00,0,0,
14.09.2021 02:00 - 14.09.2021 02:15,0,0,
14.09.2021 02:15 - 14.09.2021 02:30,0,0,
14.09.2021 02:30 - 14.09.2021 02:45,0,0,
14.09.2021 02:45 - 14.09.2021 03:00,0,0,
14.09.2021 03:00 - 14.09.2021 03:15,0,0,
14.09.2021 03:15 - 14.09.2021 03:30,0,0,
14.09.2021 03:30 - 14.09.2021 03:45,0,0,
14.09.2021 03:45 - 14.09.2021 04:00,0,0,
14.09.2021 04:00 - 14.09.2021 04:15,0,0,
14.09.2021 04:15 - 14.09.2021 04:30,0,0,
14.09.2021 04:30 - 14.09.2021 04:45,0,0,
14.09.2021 04:45 - 14.09.2021 05:00,0,0,
14.09.2021 05:00 - 14.09.2021 05:15,0,0,
14.09.2021 05:15 - 14.09.2021 05:30,0,0,
14.09.2021 05:30 - 14.09.2021 05:45,0,0,
14.09.2021 05:45 - 14.09.2021 06:00,0,0,
14.09.2021 06:00 - 14.09.2021 06:15,0,0,
14.09.2021 06:15 - 14.09.2021 06:30,0,1,
14.09.2021 06:30 - 14.09.2021 06:45,2,5,
14.09.2021 06:45 - 14.09.2021 07:00,146,101,
14.09.2021 07:00 - 14.09.2021 07:15,490,281,
14.09.2021 07:15 - 14.09.2021 07:30,1043,878,
14.09.2021 07:30 - 14.09.2021 07:45,1877,1789,
14.09.2021 07:45 - 14.09.2021 08:00,2948,2957,
14.09.2021 08:00 - 14.09.2021 08:15,4257,4424,
14.09.2021 08:15 - 14.09.2021 08:30,5822,6092,
14.09.2021 08:30 - 14.09.2021 08:45,7585,7924,
14.09.2021 08:45 - 14.09.2021 09:00,9518,9791,
14.09.2021 09:00 - 14.09.2021 09:15,11532,11784,
14.09.2021 09:15 - 14.09.2021 09:30,13459,13722,
14.09.2021 09:30 - 14.09.2021 09:45,15925,15921,
14.09.2021 09:45 - 14.09.2021 10:00,18439,17954,
14.09.2021 10:00 - 14.09.2021 10:15,20287,19801,
14.09.2021 10:15 - 14.09.2021 10:30,22008,21422,
14.09.2021 10:30 - 14.09.2021 10:45,23528,22786,
14.09.2021 10:45 - 14.09.2021 11:00,24882,23927,
14.09.2021 11:00 - 14.09.2021 11:15,26042,24978,
14.09.2021 11:15 - 14.09.2021 11:30,27000,26125,
14.09.2021 11:30 - 14.09.2021 11:45,27784,27006,
14.09.2021 11:45 - 14.09.2021 12:00,28416,27466,
14.09.2021 12:00 - 14.09.2021 12:15,28895,27889,
14.09.2021 12:15 - 14.09.2021 12:30,29196,28225,
14.09.2021 12:30 - 14.09.2021 12:45,29337,28329,
14.09.2021 12:45 - 14.09.2021 13:00,29343,28157,
14.09.2021 13:00 - 14.09.2021 13:15,29223,27889,
14.09.2021 13:15 - 14.09.2021 13:30,28994,27524,
14.09.2021 13:30 - 14.09.2021 13:45,28610,27180,
14.09.2021 13:45 - 14.09.2021 14:00,28127,26838,
14.09.2021 14:00 - 14.09.2021 14:15,27519,26309,
14.09.2021 14:15 - 14.09.2021 14:30,26815,25727,
14.09.2021 14:30 - 14.09.2021 14:45,26027,25038,
14.09.2021 14:45 - 14.09.2021 15:00,25079,24107,
14.09.2021 15:00 - 14.09.2021 15:15,24033,23070,
14.09.2021 15:15 - 14.09.2021 15:30,22850,21656,
14.09.2021 15:30 - 14.09.2021 15:45,21539,20275,
14.09.2021 15:45 - 14.09.2021 16:00,20162,18667,
14.09.2021 16:00 - 14.09.2021 16:15,18681,17218,
14.09.2021 16:15 - 14.09.2021 16:30,17091,15644,
14.09.2021 16:30 - 14.09.2021 16:45,15418,14022,
14.09.2021 16:45 - 14.09.2021 17:00,13714,12346,
14.09.2021 17:00 - 14.09.2021 17:15,11949,10595,
14.09.2021 17:15 - 14.09.2021 17:30,10119,8815,
14.09.2021 17:30 - 14.09.2021 17:45,8306,7089,
14.09.2021 17:45 - 14.09.2021 18:00,6567,5539,
14.09.2021 18:00 - 14.09.2021 18:15,4971,4127,
14.09.2021 18:15 - 14.09.2021 18:30,3539,2956,
14.09.2021 18:30 - 14.09.2021 18:45,2318,1928,
14.09.2021 18:45 - 14.09.2021 19:00,1380,1108,
14.09.2021 19:00 - 14.09.2021 19:15,740,501,
14.09.2021 19:15 - 14.09.2021 19:30,347,131,
14.09.2021 19:30 - 14.09.2021 19:45,95,11,
14.09.2021 19:45 - 14.09.2021 20:00,4,1,
14.09.2021 20:00 - 14.09.2021 20:15,0,0,
14.09.2021 20:15 - 14.09.2021 20:30,0,0,
14.09.2021 20:30 - 14.09.2021 20:45,0,0,
14.09.2021 20:45 - 14.09.2021 21:00,0,0,
14.09.2021 21:00 - 14.09.2021 21:15,0,0,
14.09.2021 21:15 - 14.09.2021 21:30,0,0,
14.09.2021 21:30 - 14.09.2021 21:45,0,0,
14.09.2021 21:45 - 14.09.2021 22:00,0,0,
14.09.2021 22:00 - 14.09.2021 22:15,0,0,
14.09.2021 22:15 - 14.09.2021 22:30,0,0,
14.09.2021 22:30 - 14.09.2021 22:45,0,0,
14.09.2021 22:45 - 14.09.2021 23:00,0,0,
14.09.2021 23:00 - 14.09.2021 23:15,0,0,
14.09.2021 23:15 - 14.09.2021 23:30,0,0,
14.09.2021 23:30 - 14.09.2021 23:45,0,0,
14.09.2021 23:45 - 15.09.2021 00:00,0,0,
15.09.2021 00:00 - 15.09.2021 00:15,0,0,
15.09.2021 00:15 - 15.09.2021 00:30,0,0,
15.09.2021 00:30 - 15.09.2021 00:45,0,0,
15.09.2021 00:45 - 15.09.2021 01:00,0,0,
15.09.2021 01:00 - 15.09.2021 01:15,0,0,
15.09.2021 01:15 - 15.09.2021 01:30,0,0,
15.09.2021 01:30 - 15.09.2021 01:45,0,0,
15.09.2021 01:45 - 15.09.2021 02:00,0,0,
15.09.2021 02:00 - 15.09.2021 02:15,0,0,
15.09.2021 02:15 - 15.09.2021 02:30,0,0,
15.09.2021 02:30 - 15.09.2021 02:45,0,0,
15.09.2021 02:45 - 15.09.2021 03:00,0,0,
15.09.2021 03:00 - 15.09.2021 03:15,0,0,
15.09.2021 03:15 - 15.09.2021 03:30,0,0,
15.09.2021 03:30 - 15.09.2021 03:45,0,0,
15.09.2021 03:45 - 15.09.2021 04:00,0,0,
15.09.2021 04:00 - 15.09.2021 04:15,0,0,
15.09.2021 04:15 - 15.09.2021 04:30,0,0,
15.09.2021 04:30 - 15.09.2021 04:45,0,0,
15.09.2021 04:45 - 15.09.2021 05:00,0,0,
15.09.2021 05:00 - 15.09.2021 05:15,0,0,
15.09.2021 05:15 - 15.09.2021 05:30,0,0,
15.09.2021 05:30 - 15.09.2021 05:45,0,0,
15.09.2021 05:45 - 15.09.2021 06:00,0,0,
15.09.2021 06:00 - 15.09.2021 06:15,0,0,
15.09.2021 06:15 - 15.09.2021 06:30,0,1,
15.09.2021 06:30 - 15.09.2021 06:45,1,3,
15.09.2021 06:45 - 15.09.2021 07:00,49,76,
15.09.2021 07:00 - 15.09.2021 07:15,287,263,
15.09.2021 07:15 - 15.09.2021 07:30,525,504,
15.09.2021 07:30 - 15.09.2021 07:45,869,879,
15.09.2021 07:45 - 15.09.2021 08:00,1312,1410,
15.09.2021 08:00 - 15.09.2021 08:15,1875,2046,
15.09.2021 08:15 - 15.09.2021 08:30,2535,2678,
15.09.2021 08:30 - 15.09.2021 08:45,3240,3275,
15.09.2021 08:45 - 15.09.2021 09:00,3991,3967,
15.09.2021 09:00 - 15.09.2021 09:15,4768,4698,
15.09.2021 09:15 - 15.09.2021 09:30,5603,5386,
15.09.2021 09:30 - 15.09.2021 09:45,6429,6256,
15.09.2021 09:45 - 15.09.2021 10:00,7230,6925,
15.09.2021 10:00 - 15.09.2021 10:15,8001,7484,
15.09.2021 10:15 - 15.09.2021 10:30,8761,8035,
15.09.2021 10:30 - 15.09.2021 10:45,9419,8452,
15.09.2021 10:45 - 15.09.2021 11:00,10019,8721,
15.09.2021 11:00 - 15.09.2021 11:15,10559,9067,
15.09.2021 11:15 - 15.09.2021 11:30,11055,9247,
15.09.2021 11:30 - 15.09.2021 11:45,11465,9180,
15.09.2021 11:45 - 15.09.2021 12:00,11816,9043,
15.09.2021 12:00 - 15.09.2021 12:15,12083,9086,
15.09.2021 12:15 - 15.09.2021 12:30,12298,9199,
15.09.2021 12:30 - 15.09.2021 12:45,12381,9188,
15.09.2021 12:45 - 15.09.2021 13:00,12398,9263,
15.09.2021 13:00 - 15.09.2021 13:15,12332,9324,
15.09.2021 13:15 - 15.09.2021 13:30,12266,9354,
15.09.2021 13:30 - 15.09.2021 13:45,12130,9423,
15.09.2021 13:45 - 15.09.2021 14:00,11898,9304,
15.09.2021 14:00 - 15.09.2021 14:15,11615,9268,
15.09.2021 14:15 - 15.09.2021 14:30,11329,9262,
15.09.2021 14:30 - 15.09.2021 14:45,10992,9214,
15.09.2021 14:45 - 15.09.2021 15:00,10472,8952,
15.09.2021 15:00 - 15.09.2021 15:15,9983,8560,
15.09.2021 15:15 - 15.09.2021 15:30,9466,8214,
15.09.2021 15:30 - 15.09.2021 15:45,8916,7689,
15.09.2021 15:45 - 15.09.2021 16:00,8312,7170,
