MTU (CET/CEST),FC_Solar,Act_Solar,Day_Ahead_Price
05.09.2021 23:15 - 05.09.2021 23:30,0,0,
05.09.2021 23:30 - 05.09.2021 23:45,0,0,
05.09.2021 23:45 - 06.09.2021 00:00,0,0,
06.09.2021 00:00 - 06.09.2021 00:15,0,0,
06.09.2021 00:15 - 06.09.2021 00:30,0,0,
06.09.2021 00:30 - 06.09.2021 00:45,0,0,
06.09.2021 00:45 - 06.09.2021 01:00,0,0,
06.09.2021 01:00 - 06.09.2021 01:15,0,0,
06.09.2021 01:15 - 06.09.2021 01:30,0,0,
06.09.2021 01:30 - 06.09.2021 01:45,0,0,
06.09.2021 01:45 - 06.09.2021 02:00,0,0,
06.09.2021 02:00 - 06.09.2021 02:15,0,0,
06.09.2021 02:15 - 06.09.2021 02:30,0,0,
06.09.2021 02:30 - 06.09.2021 02:45,0,0,
06.09.2021 02:45 - 06.09.2021 03:00,0,0,
06.09.2021 03:00 - 06.09.2021 03:15,0,0,
06.09.2021 03:15 - 06.09.2021 03:30,0,0,
06.09.2021 03:30 - 06.09.2021 03:45,0,0,
06.09.2021 03:45 - 06.09.2021 04:00,0,0,
06.09.2021 04:00 - 06.09.2021 04:15,0,0,
06.09.2021 04:15 - 06.09.2021 04:30,0,0,
06.09.2021 04:30 - 06.09.2021 04:45,0,0,
06.09.2021 04:45 - 06.09.2021 05:00,0,0,
06.09.2021 05:00 - 06.09.2021 05:15,0,0,
06.09.2021 05:15 - 06.09.2021 05:30,0,0,
06.09.2021 05:30 - 06.09.2021 05:45,0,0,
06.09.2021 05:45 - 06.09.2021 06:00,0,0,
06.09.2021 06:00 - 06.09.2021 06:15,0,0,
06.09.2021 06:15 - 06.09.2021 06:30,1,4,
06.09.2021 06:30 - 06.09.2021 06:45,47,60,
06.09.2021 06:45 - 06.09.2021 07:00,379,220,
06.09.2021 07:00 - 06.09.2021 07:15,850,709,
06.09.2021 07:15 - 06.09.2021 07:30,1705,1552,
06.09.2021 07:30 - 06.09.2021 07:45,2839,2706,
06.09.2021 07:45 - 06.09.2021 08:00,4259,4120,
06.09.2021 08:00 - 06.09.2021 08:15,5833,5775,
06.09.2021 08:15 - 06.09.2021 08:30,7851,7622,
06.09.2021 08:30 - 06.09.2021 08:45,9845,9624,
06.09.2021 08:45 - 06.09.2021 09:00,11926,11652,
06.09.2021 09:00 - 06.09.2021 09:15,14045,13671,
06.09.2021 09:15 - 06.09.2021 09:30,16127,15719,
06.09.2021 09:30 - 06.09.2021 09:45,18112,17712,
06.09.2021 09:45 - 06.09.2021 10:00,20056,19645,
06.09.2021 10:00 - 06.09.2021 10:15,21869,21513,
06.09.2021 10:15 - 06.09.2021 10:30,23510,23260,
06.09.2021 10:30 - 06.09.2021 10:45,25023,24785,
06.09.2021 10:45 - 06.09.2021 11:00,26352,26082,
06.09.2021 11:00 - 06.09.2021 11:15,27540,27198,
06.09.2021 11:15 - 06.09.2021 11:30,28527,28357,
06.09.2021 11:30 - 06.09.2021 11:45,29317,29242,
06.09.2021 11:45 - 06.09.2021 12:00,29925,29812,
06.09.2021 12:00 - 06.09.2021 12:15,30415,30314,
06.09.2021 12:15 - 06.09.2021 12:30,30730,30689,
06.09.2021 12:30 - 06.09.2021 12:45,30862,30883,
06.09.2021 12:45 - 06.09.2021 13:00,30850,30953,
06.09.2021 13:00 - 06.09.2021 13:15,30717,30955,
06.09.2021 13:15 - 06.09.2021 13:30,30376,30692,
06.09.2021 13:30 - 06.09.2021 13:45,29939,30162,
06.09.2021 13:45 - 06.09.2021 14:00,29422,29638,
06.09.2021 14:00 - 06.09.2021 14:15,28808,28984,
06.09.2021 14:15 - 06.09.2021 14:30,28102,28254,
06.09.2021 14:30 - 06.09.2021 14:45,27268,27424,
06.09.2021 14:45 - 06.09.2021 15:00,26353,26412,
06.09.2021 15:00 - 06.09.2021 15:15,25339,25341,
06.09.2021 15:15 - 06.09.2021 15:30,24180,24199,
06.09.2021 15:30 - 06.09.2021 15:45,22887,22927,
06.09.2021 15:45 - 06.09.2021 16:00,21534,21575,
06.09.2021 16:00 - 06.09.2021 16:15,20092,20017,
06.09.2021 16:15 - 06.09.2021 16:30,18604,18461,
06.09.2021 16:30 - 06.09.2021 16:45,16958,16773,
06.09.2021 16:45 - 06.09.2021 17:00,15217,14958,
06.09.2021 17:00 - 06.09.2021 17:15,13388,13070,
06.09.2021 17:15 - 06.09.2021 17:30,11523,11310,
06.09.2021 17:30 - 06.09.2021 17:45,9633,9524,
06.09.2021 17:45 - 06.09.2021 18:00,7819,7829,
06.09.2021 18:00 - 06.09.2021 18:15,6172,6164,
06.09.2021 18:15 - 06.09.2021 18:30,4650,4710,
06.09.2021 18:30 - 06.09.2021 18:45,3332,3422,
06.09.2021 18:45 - 06.09.2021 19:00,2235,2315,
06.09.2021 19:00 - 06.09.2021 19:15,1413,1418,
06.09.2021 19:15 - 06.09.2021 19:30,841,736,
06.09.2021 19:30 - 06.09.2021 19:45,460,269,
06.09.2021 19:45 - 06.09.2021 20:00,146,52,
06.09.2021 20:00 - 06.09.2021 20:15,3,5,
06.09.2021 20:15 - 06.09.2021 20:30,0,0,
06.09.2021 20:30 - 06.09.2021 20:45,0,0,
06.09.2021 20:45 - 06.09.2021 21:00,0,0,
06.09.2021 21:00 - 06.09.2021 21:15,0,0,
06.09.2021 21:15 - 06.09.2021 21:30,0,0,
06.09.2021 21:30 - 06.09.2021 21:45,0,0,
06.09.2021 21:45 - 06.09.2021 22:00,0,0,
06.09.2021 22:00 - 06.09.2021 22:15,0,0,
06.09.2021 22:15 - 06.09.2021 22:30,0,0,
06.09.2021 22:30 - 06.09.2021 22:45,0,0,
06.09.2021 22:45 - 06.09.2021 23:00,0,0,
06.09.2021 23:00 - 06.09.2021 23:15,0,0,
06.09.2021 23:15 - 06.09.2021 23:30,0,0,
06.09.2021 23:30 - 06.09.2021 23:45,0,0,
06.09.2021 23:45 - 07.09.2021 00:00,0,0,
07.09.2021 00:00 - 07.09.2021 00:15,0,0,
07.09.2021 00:15 - 07.09.2021 00:30,0,0,
07.09.2021 00:30 - 07.09.2021 00:45,0,0,
07.09.2021 00:45 - 07.09.2021 01:00,0,0,
07.09.2021 01:00 - 07.09.2021 01:15,0,0,
07.09.2021 01:15 - 07.09.2021 01:30,0,0,
07.09.2021 01:30 - 07.09.2021 01:45,0,0,
07.09.2021 01:45 - 07.09.2021 02:00,0,0,
07.09.2021 02:00 - 07.09.2021 02:15,0,0,
07.09.2021 02:15 - 07.09.2021 02:30,0,0,
07.09.2021 02:30 - 07.09.2021 02:45,0,0,
07.09.2021 02:45 - 07.09.2021 03:00,0,0,
07.09.2021 03:00 - 07.09.2021 03:15,0,0,
07.09.2021 03:15 - 07.09.2021 03:30,0,0,
07.09.2021 03:30 - 07.09.2021 03:45,0,0,
07.09.2021 03:45 - 07.09.2021 04:00,0,0,
07.09.2021 04:00 - 07.09.2021 04:15,0,0,
07.09.2021 04:15 - 07.09.2021 04:30,0,0,
07.09.2021 04:30 - 07.09.2021 04:45,0,0,
07.09.2021 04:45 - 07.09.2021 05:00,0,0,
07.09.2021 05:00 - 07.09.2021 05:15,0,0,
07.09.2021 05:15 - 07.09.2021 05:30,0,0,
07.09.2021 05:30 - 07.09.2021 05:45,0,0,
07.09.2021 05:45 - 07.09.2021 06:00,0,0,
07.09.2021 06:00 - 07.09.2021 06:15,0,0,
07.09.2021 06:15 - 07.09.2021 06:30,0,2,
07.09.2021 06:30 - 07.09.2021 06:45,34,84,
07.09.2021 06:45 - 07.09.2021 07:00,311,319,
07.09.2021 07:00 - 07.09.2021 07:15,725,654,
07.09.2021 07:15 - 07.09.2021 07:30,1480,1246,
07.09.2021 07:30 - 07.09.2021 07:45,2445,1979,
07.09.2021 07:45 - 07.09.2021 08:00,3599,2902,
07.09.2021 08:00 - 07.09.2021 08:15,4890,3907,
07.09.2021 08:15 - 07.09.2021 08:30,6315,5078,
07.09.2021 08:30 - 07.09.2021 08:45,7840,6345,
07.09.2021 08:45 - 07.09.2021 09:00,9516,7827,
07.09.2021 09:00 - 07.09.2021 09:15,11266,9369,
07.09.2021 09:15 - 07.09.2021 09:30,13058,10986,
07.09.2021 09:30 - 07.09.2021 09:45,14852,12885,
07.09.2021 09:45 - 07.09.2021 10:00,16609,14851,
07.09.2021 10:00 - 07.09.2021 10:15,18219,16743,
07.09.2021 10:15 - 07.09.2021 10:30,19718,18476,
07.09.2021 10:30 - 07.09.2021 10:45,21077,20150,
07.09.2021 10:45 - 07.09.2021 11:00,22321,21653,
07.09.2021 11:00 - 07.09.2021 11:15,23452,22910,
07.09.2021 11:15 - 07.09.2021 11:30,24433,24100,
07.09.2021 11:30 - 07.09.2021 11:45,25302,25004,
07.09.2021 11:45 - 07.09.2021 12:00,26073,25789,
07.09.2021 12:00 - 07.09.2021 12:15,26693,26370,
07.09.2021 12:15 - 07.09.2021 12:30,27155,26950,
07.09.2021 12:30 - 07.09.2021 12:45,27450,27270,
07.09.2021 12:45 - 07.09.2021 13:00,27644,27318,
07.09.2021 13:00 - 07.09.2021 13:15,27701,27276,
07.09.2021 13:15 - 07.09.2021 13:30,27639,27106,
07.09.2021 13:30 - 07.09.2021 13:45,27453,26773,
07.09.2021 13:45 - 07.09.2021 14:00,27194,26451,
07.09.2021 14:00 - 07.09.2021 14:15,26801,26182,
07.09.2021 14:15 - 07.09.2021 14:30,26261,25668,
07.09.2021 14:30 - 07.09.2021 14:45,25653,24895,
07.09.2021 14:45 - 07.09.2021 15:00,24937,24072,
07.09.2021 15:00 - 07.09.2021 15:15,24116,23195,
07.09.2021 15:15 - 07.09.2021 15:30,23170,22402,
07.09.2021 15:30 - 07.09.2021 15:45,22115,21345,
07.09.2021 15:45 - 07.09.2021 16:00,20998,20181,
07.09.2021 16:00 - 07.09.2021 16:15,19739,19067,
07.09.2021 16:15 - 07.09.2021 16:30,18350,17707,
07.09.2021 16:30 - 07.09.2021 16:45,16855,16240,
07.09.2021 16:45 - 07.09.2021 17:00,15291,14703,
07.09.2021 17:00 - 07.09.2021 17:15,13637,13139,
07.09.2021 17:15 - 07.09.2021 17:30,11833,11469,
07.09.2021 17:30 - 07.09.2021 17:45,10005,9783,
07.09.2021 17:45 - 07.09.2021 18:00,8224,8091,
07.09.2021 18:00 - 07.09.2021 18:15,6514,6363,
07.09.2021 18:15 - 07.09.2021 18:30,4918,4838,
07.09.2021 18:30 - 07.09.2021 18:45,3502,3489,
07.09.2021 18:45 - 07.09.2021 19:00,2330,2314,
07.09.2021 19:00 - 07.09.2021 19:15,1455,1406,
07.09.2021 19:15 - 07.09.2021 19:30,854,699,
07.09.2021 19:30 - 07.09.2021 19:45,455,238,
07.09.2021 19:45 - 07.09.2021 20:00,133,42,
07.09.2021 20:00 - 07.09.2021 20:15,0,3,
07.09.2021 20:15 - 07.09.2021 20:30,0,0,
07.09.2021 20:30 - 07.09.2021 20:45,0,0,
07.09.2021 20:45 - 07.09.2021 21:00,0,0,
07.09.2021 21:00 - 07.09.2021 21:15,0,0,
07.09.2021 21:15 - 07.09.2021 21:30,0,0,
07.09.2021 21:30 - 07.09.2021 21:45,0,0,
07.09.2021 21:45 - 07.09.2021 22:00,0,0,
07.09.2021 22:00 - 07.09.2021 22:15,0,0,
07.09.2021 22:15 - 07.09.2021 22:30,0,0,
07.09.2021 22:30 - 07.09.2021 22:45,0,0,
07.09.2021 22:45 - 07.09.2021 23:00,0,0,
07.09.2021 23:00 - 07.09.2021 23:15,0,0,
07.09.2021 23:15 - 07.09.2021 23:30,0,0,
07.09.2021 23:30 - 07.09.2021 23:45,0,0,
07.09.2021 23:45 - 08.09.2021 00:00,0,0,
08.09.2021 00:00 - 08.09.2021 00:15,0,0,
08.09.2021 00:15 - 08.09.2021 00:30,0,0,
08.09.2021 00:30 - 08.09.2021 00:45,0,0,
08.09.2021 00:45 - 08.09.2021 01:00,0,0,
08.09.2021 01:00 - 08.09.2021 01:15,0,0,
08.09.2021 01:15 - 08.09.2021 01:30,0,0,
08.09.2021 01:30 - 08.09.2021 01:45,0,0,
08.09.2021 01:45 - 08.09.2021 02:00,0,0,
08.09.2021 02:00 - 08.09.2021 02:15,0,0,
08.09.2021 02:15 - 08.09.2021 02:30,0,0,
08.09.2021 02:30 - 08.09.2021 02:45,0,0,
08.09.2021 02:45 - 08.09.2021 03:00,0,0,
08.09.2021 03:00 - 08.09.2021 03:15,0,0,
08.09.2021 03:15 - 08.09.2021 03:30,0,0,
08.09.2021 03:30 - 08.09.2021 03:45,0,0,
08.09.2021 03:45 - 08.09.2021 04:00,0,0,
08.09.2021 04:00 - 08.09.2021 04:15,0,0,
08.09.2021 04:15 - 08.09.2021 04:30,0,0,
08.09.2021 04:30 - 08.09.2021 04:45,0,0,
08.09.2021 04:45 - 08.09.2021 05:00,0,0,
08.09.2021 05:00 - 08.09.2021 05:15,0,0,
08.09.2021 05:15 - 08.09.2021 05:30,0,0,
08.09.2021 05:30 - 08.09.2021 05:45,0,0,
08.09.2021 05:45 - 08.09.2021 06:00,0,0,
08.09.2021 06:00 - 08.09.2021 06:15,0,0,
08.09.2021 06:15 - 08.09.2021 06:30,0,13,
08.09.2021 06:30 - 08.09.2021 06:45,31,45,
08.09.2021 06:45 - 08.09.2021 07:00,363,187,
08.09.2021 07:00 - 08.09.2021 07:15,843,638,
08.09.2021 07:15 - 08.09.2021 07:30,1741,1478,
08.09.2021 07:30 - 08.09.2021 07:45,2995,2635,
08.09.2021 07:45 - 08.09.2021 08:00,4540,4072,
08.09.2021 08:00 - 08.09.2021 08:15,6310,5812,
08.09.2021 08:15 - 08.09.2021 08:30,8295,7689,
08.09.2021 08:30 - 08.09.2021 08:45,10379,9671,
08.09.2021 08:45 - 08.09.2021 09:00,12516,11682,
08.09.2021 09:00 - 08.09.2021 09:15,14606,13726,
08.09.2021 09:15 - 08.09.2021 09:30,16663,15803,
08.09.2021 09:30 - 08.09.2021 09:45,18635,17824,
08.09.2021 09:45 - 08.09.2021 10:00,20564,19694,
08.09.2021 10:00 - 08.09.2021 10:15,22356,21416,
08.09.2021 10:15 - 08.09.2021 10:30,24007,22955,
08.09.2021 10:30 - 08.09.2021 10:45,25485,24360,
08.09.2021 10:45 - 08.09.2021 11:00,26784,25765,
08.09.2021 11:00 - 08.09.2021 11:15,27928,26987,
08.09.2021 11:15 - 08.09.2021 11:30,28891,28013,
08.09.2021 11:30 - 08.09.2021 11:45,29702,29048,
08.09.2021 11:45 - 08.09.2021 12:00,30390,29854,
08.09.2021 12:00 - 08.09.2021 12:15,30992,30565,
08.09.2021 12:15 - 08.09.2021 12:30,31456,31017,
08.09.2021 12:30 - 08.09.2021 12:45,31787,31428,
08.09.2021 12:45 - 08.09.2021 13:00,31996,31629,
08.09.2021 13:00 - 08.09.2021 13:15,32098,31697,
08.09.2021 13:15 - 08.09.2021 13:30,32019,31716,
08.09.2021 13:30 - 08.09.2021 13:45,31807,31575,
08.09.2021 13:45 - 08.09.2021 14:00,31505,31287,
08.09.2021 14:00 - 08.09.2021 14:15,31108,30844,
08.09.2021 14:15 - 08.09.2021 14:30,30582,30310,
08.09.2021 14:30 - 08.09.2021 14:45,29931,29628,
08.09.2021 14:45 - 08.09.2021 15:00,29155,28846,
08.09.2021 15:00 - 08.09.2021 15:15,28269,27893,
08.09.2021 15:15 - 08.09.2021 15:30,27224,26793,
08.09.2021 15:30 - 08.09.2021 15:45,26040,25578,
08.09.2021 15:45 - 08.09.2021 16:00,24742,24147,
08.09.2021 16:00 - 08.09.2021 16:15,23288,22647,
08.09.2021 16:15 - 08.09.2021 16:30,21625,21026,
08.09.2021 16:30 - 08.09.2021 16:45,19854,19242,
08.09.2021 16:45 - 08.09.2021 17:00,18001,17415,
08.09.2021 17:00 - 08.09.2021 17:15,16020,15457,
08.09.2021 17:15 - 08.09.2021 17:30,13923,13394,
08.09.2021 17:30 - 08.09.2021 17:45,11722,11312,
08.09.2021 17:45 - 08.09.2021 18:00,9525,9222,
08.09.2021 18:00 - 08.09.2021 18:15,7409,7178,
08.09.2021 18:15 - 08.09.2021 18:30,5454,5318,
08.09.2021 18:30 - 08.09.2021 18:45,3747,3684,
08.09.2021 18:45 - 08.09.2021 19:00,2387,2343,
08.09.2021 19:00 - 08.09.2021 19:15,1441,1355,
08.09.2021 19:15 - 08.09.2021 19:30,839,639,
08.09.2021 19:30 - 08.09.2021 19:45,448,204,
08.09.2021 19:45 - 08.09.2021 20:00,121,29,
08.09.2021 20:00 - 08.09.2021 20:15,0,1,
08.09.2021 20:15 - 08.09.2021 20:30,0,0,
08.09.2021 20:30 - 08.09.2021 20:45,0,0,
08.09.2021 20:45 - 08.09.2021 21:00,0,0,
08.09.2021 21:00 - 08.09.2021 21:15,0,0,
08.09.2021 21:15 - 08.09.2021 21:30,0,0,
08.09.2021 21:30 - 08.09.2021 21:45,0,0,
08.09.2021 21:45 - 08.09.2021 22:00,0,0,
08.09.2021 22:00 - 08.09.2021 22:15,0,0,
08.09.2021 22:15 - 08.09.2021 22:30,0,0,
08.09.2021 22:30 - 08.09.2021 22:45,0,0,
08.09.2021 22:45 - 08.09.2021 23:00,0,0,
08.09.2021 23:00 - 08.09.2021 23:15,0,0,
08.09.2021 23:15 - 08.09.2021 23:30,0,0,
08.09.2021 23:30 - 08.09.2021 23:45,0,0,
08.09.2021 23:45 - 09.09.2021 00:00,0,0,
09.09.2021 00:00 - 09.09.2021 00:15,0,0,
09.09.2021 00:15 - 09.09.2021 00:30,0,0,
09.09.2021 00:30 - 09.09.2021 00:45,0,0,
09.09.2021 00:45 - 09.09.2021 01:00,0,0,
09.09.2021 01:00 - 09.09.2021 01:15,0,0,
09.09.2021 01:15 - 09.09.2021 01:30,0,0,
09.09.2021 01:30 - 09.09.2021 01:45,0,0,
09.09.2021 01:45 - 09.09.2021 02:00,0,0,
09.09.2021 02:00 - 09.09.2021 02:15,0,0,
09.09.2021 02:15 - 09.09.2021 02:30,0,0,
09.09.2021 02:30 - 09.09.2021 02:45,0,0,
09.09.2021 02:45 - 09.09.2021 03:00,0,0,
09.09.2021 03:00 - 09.09.2021 03:15,0,0,
09.09.2021 03:15 - 09.09.2021 03:30,0,0,
09.09.2021 03:30 - 09.09.2021 03:45,0,0,
09.09.2021 03:45 - 09.09.2021 04:00,0,0,
09.09.2021 04:00 - 09.09.2021 04:15,0,0,
09.09.2021 04:15 - 09.09.2021 04:30,0,0,
09.09.2021 04:30 - 09.09.2021 04:45,0,0,
09.09.2021 04:45 - 09.09.2021 05:00,0,0,
09.09.2021 05:00 - 09.09.2021 05:15,0,0,
09.09.2021 05:15 - 09.09.2021 05:30,0,0,
09.09.2021 05:30 - 09.09.2021 05:45,0,0,
09.09.2021 05:45 - 09.09.2021 06:00,0,0,
09.09.2021 06:00 - 09.09.2021 06:15,0,0,
09.09.2021 06:15 - 09.09.2021 06:30,0,11,
09.09.2021 06:30 - 09.09.2021 06:45,24,38,
09.09.2021 06:45 - 09.09.2021 07:00,266,174,
09.09.2021 07:00 - 09.09.2021 07:15,788,593,
09.09.2021 07:15 - 09.09.2021 07:30,1618,1440,
09.09.2021 07:30 - 09.09.2021 07:45,2775,2593,
09.09.2021 07:45 - 09.09.2021 08:00,4195,3950,
09.09.2021 08:00 - 09.09.2021 08:15,5794,5684,
09.09.2021 08:15 - 09.09.2021 08:30,7567,7493,
09.09.2021 08:30 - 09.09.2021 08:45,9419,9298,
09.09.2021 08:45 - 09.09.2021 09:00,11334,11185,
09.09.2021 09:00 - 09.09.2021 09:15,13194,13087,
09.09.2021 09:15 - 09.09.2021 09:30,15054,15009,
09.09.2021 09:30 - 09.09.2021 09:45,16813,16844,
09.09.2021 09:45 - 09.09.2021 10:00,18516,18504,
09.09.2021 10:00 - 09.09.2021 10:15,20045,20170,
09.09.2021 10:15 - 09.09.2021 10:30,21414,21609,
09.09.2021 10:30 - 09.09.2021 10:45,22630,22875,
09.09.2021 10:45 - 09.09.2021 11:00,23728,24070,
09.09.2021 11:00 - 09.09.2021 11:15,24686,25187,
09.09.2021 11:15 - 09.09.2021 11:30,25480,26145,
09.09.2021 11:30 - 09.09.2021 11:45,26151,26954,
09.09.2021 11:45 - 09.09.2021 12:00,26723,27702,
09.09.2021 12:00 - 09.09.2021 12:15,27206,28190,
09.09.2021 12:15 - 09.09.2021 12:30,27554,28698,
09.09.2021 12:30 - 09.09.2021 12:45,27767,28817,
09.09.2021 12:45 - 09.09.2021 13:00,27860,28975,
09.09.2021 13:00 - 09.09.2021 13:15,27842,29003,
09.09.2021 13:15 - 09.09.2021 13:30,27675,28922,
09.09.2021 13:30 - 09.09.2021 13:45,27338,28698,
09.09.2021 13:45 - 09.09.2021 14:00,26932,28270,
09.09.2021 14:00 - 09.09.2021 14:15,26432,27851,
09.09.2021 14:15 - 09.09.2021 14:30,25803,27180,
09.09.2021 14:30 - 09.09.2021 14:45,25092,26408,
09.09.2021 14:45 - 09.09.2021 15:00,24279,25610,
09.09.2021 15:00 - 09.09.2021 15:15,23372,24628,
09.09.2021 15:15 - 09.09.2021 15:30,22351,23632,
09.09.2021 15:30 - 09.09.2021 15:45,21221,22373,
09.09.2021 15:45 - 09.09.2021 16:00,20031,20956,
09.09.2021 16:00 - 09.09.2021 16:15,18703,19449,
09.09.2021 16:15 - 09.09.2021 16:30,17266,17907,
09.09.2021 16:30 - 09.09.2021 16:45,15734,16212,
09.09.2021 16:45 - 09.09.2021 17:00,14166,14455,
09.09.2021 17:00 - 09.09.2021 17:15,12513,12697,
09.09.2021 17:15 - 09.09.2021 17:30,10798,10817,
09.09.2021 17:30 - 09.09.2021 17:45,9036,8961,
09.09.2021 17:45 - 09.09.2021 18:00,7353,7205,
09.09.2021 18:00 - 09.09.2021 18:15,5726,5502,
09.09.2021 18:15 - 09.09.2021 18:30,4237,4048,
09.09.2021 18:30 - 09.09.2021 18:45,2922,2760,
09.09.2021 18:45 - 09.09.2021 19:00,1873,1706,
09.09.2021 19:00 - 09.09.2021 19:15,1131,953,
09.09.2021 19:15 - 09.09.2021 19:30,630,396,
09.09.2021 19:30 - 09.09.2021 19:45,315,91,
09.09.2021 19:45 - 09.09.2021 20:00,29,7,
09.09.2021 20:00 - 09.09.2021 20:15,0,0,
09.09.2021 20:15 - 09.09.2021 20:30,0,0,
09.09.2021 20:30 - 09.09.2021 20:45,0,0,
09.09.2021 20:45 - 09.09.2021 21:00,0,0,
09.09.2021 21:00 - 09.09.2021 21:15,0,0,
09.09.2021 21:15 - 09.09.2021 21:30,0,0,
09.09.2021 21:30 - 09.09.2021 21:45,0,0,
09.09.2021 21:45 - 09.09.2021 22:00,0,0,
09.09.2021 22:00 - 09.09.2021 22:15,0,0,
09.09.2021 22:15 - 09.09.2021 22:30,0,0,
09.09.2021 22:30 - 09.09.2021 22:45,0,0,
09.09.2021 22:45 - 09.09.2021 23:00,0,0,
09.09.2021 23:00 - 09.09.2021 23:15,0,0,
09.09.2021 23:15 - 09.09.2021 23:30,0,0,
09.09.2021 23:30 - 09.09.2021 23:45,0,0,
09.09.2021 23:45 - 10.09.2021 00:00,0,0,
10.09.2021 00:00 - 10.09.2021 00:15,0,0,
10.09.2021 00:15 - 10.09.2021 00:30,0,0,
10.09.2021 00:30 - 10.09.2021 00:45,0,0,
10.09.2021 00:45 - 10.09.2021 01:00,0,0,
10.09.2021 01:00 - 10.09.2021 01:15,0,0,
10.09.2021 01:15 - 10.09.2021 01:30,0,0,
10.09.2021 01:30 - 10.09.2021 01:45,0,0,
10.09.2021 01:45 - 10.09.2021 02:00,0,0,
10.09.2021 02:00 - 10.09.2021 02:15,0,0,
10.09.2021 02:15 - 10.09.2021 02:30,0,0,
10.09.2021 02:30 - 10.09.2021 02:45,0,0,
10.09.2021 02:45 - 10.09.2021 03:00,0,0,
10.09.2021 03:00 - 10.09.2021 03:15,0,0,
10.09.2021 03:15 - 10.09.2021 03:30,0,0,
10.09.2021 03:30 - 10.09.2021 03:45,0,0,
10.09.2021 03:45 - 10.09.2021 04:00,0,0,
10.09.2021 04:00 - 10.09.2021 04:15,0,0,
10.09.2021 04:15 - 10.09.2021 04:30,0,0,
10.09.2021 04:30 - 10.09.2021 04:45,0,0,
10.09.2021 04:45 - 10.09.2021 05:00,0,0,
10.09.2021 05:00 - 10.09.2021 05:15,0,0,
10.09.2021 05:15 - 10.09.2021 05:30,0,0,
10.09.2021 05:30 - 10.09.2021 05:45,0,0,
10.09.2021 05:45 - 10.09.2021 06:00,0,0,
10.09.2021 06:00 - 10.09.2021 06:15,0,0,
10.09.2021 06:15 - 10.09.2021 06:30,0,7,
10.09.2021 06:30 - 10.09.2021 06:45,16,29,
10.09.2021 06:45 - 10.09.2021 07:00,218,148,
10.09.2021 07:00 - 10.09.2021 07:15,620,462,
10.09.2021 07:15 - 10.09.2021 07:30,1219,1108,
10.09.2021 07:30 - 10.09.2021 07:45,2037,2002,
10.09.2021 07:45 - 10.09.2021 08:00,3015,3093,
10.09.2021 08:00 - 10.09.2021 08:15,4125,4350,
10.09.2021 08:15 - 10.09.2021 08:30,5395,5621,
10.09.2021 08:30 - 10.09.2021 08:45,6724,7057,
10.09.2021 08:45 - 10.09.2021 09:00,8086,8519,
10.09.2021 09:00 - 10.09.2021 09:15,9456,10010,
10.09.2021 09:15 - 10.09.2021 09:30,10882,11524,
10.09.2021 09:30 - 10.09.2021 09:45,12259,13037,
10.09.2021 09:45 - 10.09.2021 10:00,13552,14536,
10.09.2021 10:00 - 10.09.2021 10:15,14744,15927,
10.09.2021 10:15 - 10.09.2021 10:30,15854,17210,
10.09.2021 10:30 - 10.09.2021 10:45,16880,18345,
10.09.2021 10:45 - 10.09.2021 11:00,17771,19465,
10.09.2021 11:00 - 10.09.2021 11:15,18560,20530,
10.09.2021 11:15 - 10.09.2021 11:30,19246,21414,
10.09.2021 11:30 - 10.09.2021 11:45,19812,22185,
10.09.2021 11:45 - 10.09.2021 12:00,20242,22844,
10.09.2021 12:00 - 10.09.2021 12:15,20553,23246,
10.09.2021 12:15 - 10.09.2021 12:30,20763,23607,
10.09.2021 12:30 - 10.09.2021 12:45,20838,23746,
10.09.2021 12:45 - 10.09.2021 13:00,20807,23863,
10.09.2021 13:00 - 10.09.2021 13:15,20683,23861,
10.09.2021 13:15 - 10.09.2021 13:30,20499,23634,
10.09.2021 13:30 - 10.09.2021 13:45,20267,23386,
10.09.2021 13:45 - 10.09.2021 14:00,19911,22840,
10.09.2021 14:00 - 10.09.2021 14:15,19483,22487,
10.09.2021 14:15 - 10.09.2021 14:30,19067,21753,
10.09.2021 14:30 - 10.09.2021 14:45,18554,21042,
10.09.2021 14:45 - 10.09.2021 15:00,17886,20374,
10.09.2021 15:00 - 10.09.2021 15:15,17171,19449,
10.09.2021 15:15 - 10.09.2021 15:30,16389,18262,
10.09.2021 15:30 - 10.09.2021 15:45,15509,17047,
10.09.2021 15:45 - 10.09.2021 16:00,14544,15927,
10.09.2021 16:00 - 10.09.2021 16:15,13503,14696,
10.09.2021 16:15 - 10.09.2021 16:30,12373,13547,
10.09.2021 16:30 - 10.09.2021 16:45,11207,12357,
10.09.2021 16:45 - 10.09.2021 17:00,10037,11048,
10.09.2021 17:00 - 10.09.2021 17:15,8861,9582,
10.09.2021 17:15 - 10.09.2021 17:30,7654,8129,
10.09.2021 17:30 - 10.09.2021 17:45,6457,6733,
10.09.2021 17:45 - 10.09.2021 18:00,5287,5384,
10.09.2021 18:00 - 10.09.2021 18:15,4176,4213,
10.09.2021 18:15 - 10.09.2021 18:30,3135,3077,
10.09.2021 18:30 - 10.09.2021 18:45,2190,2099,
10.09.2021 18:45 - 10.09.2021 19:00,1402,1317,
10.09.2021 19:00 - 10.09.2021 19:15,829,718,
10.09.2021 19:15 - 10.09.2021 19:30,442,304,
